end_date,state,days_left,pollster,sample_size,biden,trump
2020-10-28,DE,6,SurveyMonkey,1323,62,37
2020-10-28,DC,6,SurveyMonkey,969,89,9
2020-10-28,CT,6,SurveyMonkey,3782,63,35
2020-10-28,CO,6,SurveyMonkey,5925,59,40
2020-10-28,AZ,6,SurveyMonkey,5687,52,46
2020-10-28,AR,6,SurveyMonkey,2239,38,60
2020-10-28,AL,6,SurveyMonkey,3363,37,61
2020-10-28,AK,6,SurveyMonkey,1147,44,54
2020-10-28,CA,6,SurveyMonkey,22450,61,37
2020-10-27,NC,7,Gravis Marketing,614,49,46
2020-10-27,PA,7,RMG Research,800,51,45
2020-10-27,MI,7,Mitchell,759,52.4,42
2020-10-27,FL,7,Marist,743,51,47
2020-10-27,NC,7,Meeting Street Insights,600,48,45
2020-10-27,GA,7,Monmouth U.,504,50,47
2020-10-27,MN,7,SurveyUSA,649,47,42
2020-10-27,ME,7,SurveyUSA,1007,53,40
2020-10-27,NC,7,Siena College/NYT Upshot,1034,48,45
2020-10-27,FL,7,Quinnipiac,1324,45,42
2020-10-27,IA,7,Quinnipiac,1225,46,47
2020-10-27,OH,7,Quinnipiac,1186,48,43
2020-10-27,PA,7,Quinnipiac,1324,51,44
2020-10-27,SC,7,Data for Progress,1196,44,50
2020-10-27,NC,7,Ipsos,647,49,48
2020-10-27,AZ,7,Ipsos,714,47.5,46.5
2020-10-27,FL,7,Ipsos,704,48.5,47
2020-10-27,VA,7,Christopher Newport U.,908,53,41
2020-10-27,WY,7,SurveyMonkey,713,32,66
2020-10-27,WV,7,SurveyMonkey,1315,33,66
2020-10-27,WI,7,SurveyMonkey,4531,55,43
2020-10-27,WA,7,SurveyMonkey,7406,61,37
2020-10-27,VT,7,SurveyMonkey,1087,68,30
2020-10-27,VA,7,SurveyMonkey,7382,55,42
2020-10-27,UT,7,SurveyMonkey,2689,43,54
2020-10-27,TN,7,SurveyMonkey,4858,42,56
2020-10-27,SD,7,SurveyMonkey,1066,42,56
2020-10-27,SC,7,SurveyMonkey,4582,44,54
2020-10-27,RI,7,SurveyMonkey,863,67,31
2020-10-27,PA,7,SurveyMonkey,10250,52,46
2020-10-27,OK,7,SurveyMonkey,3082,40,59
2020-10-27,OH,7,SurveyMonkey,7825,47,51
2020-10-27,NY,7,SurveyMonkey,9937,64,34
2020-10-27,NV,7,SurveyMonkey,3226,50,49
2020-10-27,NM,7,SurveyMonkey,2659,53,45
2020-10-27,NJ,7,SurveyMonkey,6261,60,37
2020-10-27,NH,7,SurveyMonkey,1708,56,43
2020-10-27,NE,7,SurveyMonkey,2285,46,52
2020-10-27,ND,7,SurveyMonkey,654,41,58
2020-10-27,NC,7,SurveyMonkey,8354,51,47
2020-10-27,MT,7,SurveyMonkey,1401,47,51
2020-10-27,MS,7,SurveyMonkey,1900,37,62
2020-10-27,MO,7,SurveyMonkey,4573,45,53
2020-10-27,MN,7,SurveyMonkey,5252,55,43
2020-10-27,MI,7,SurveyMonkey,7272,53,44
2020-10-27,ME,7,SurveyMonkey,1916,56,43
2020-10-27,MD,7,SurveyMonkey,5665,67,31
2020-10-27,MA,7,SurveyMonkey,5647,70,28
2020-10-27,LA,7,SurveyMonkey,2569,38,59
2020-10-27,KY,7,SurveyMonkey,3478,42,56
2020-10-27,KS,7,SurveyMonkey,3359,47,51
2020-10-27,IN,7,SurveyMonkey,4585,43,55
2020-10-27,IL,7,SurveyMonkey,7810,57,41
2020-10-27,ID,7,SurveyMonkey,1758,40,58
2020-10-27,IA,7,SurveyMonkey,2918,49,49
2020-10-27,HI,7,SurveyMonkey,1231,64,34
2020-10-27,GA,7,SurveyMonkey,6720,50,48
2020-10-27,FL,7,SurveyMonkey,14202,48,50
2020-10-27,DE,7,SurveyMonkey,1288,61,37
2020-10-27,DC,7,SurveyMonkey,940,89,9
2020-10-27,CT,7,SurveyMonkey,3632,63,35
2020-10-27,CO,7,SurveyMonkey,5785,59,39
2020-10-27,CA,7,SurveyMonkey,22170,61,37
2020-10-27,AZ,7,SurveyMonkey,5609,52,46
2020-10-27,AR,7,SurveyMonkey,2154,39,60
2020-10-27,AL,7,SurveyMonkey,3255,37,61
2020-10-27,AK,7,SurveyMonkey,1131,44,54
2020-10-27,TX,7,SurveyMonkey,14742,47,51
2020-10-27,OR,7,SurveyMonkey,5193,61,38
2020-10-27,FL,7,CES / YouGov,3755,49,47
2020-10-27,GA,7,CES / YouGov,1456,48,47
2020-10-27,NC,7,CES / YouGov,1627,49,45
2020-10-27,PA,7,CES / YouGov,2703,52,44
2020-10-27,TX,7,CES / YouGov,2947,47,49
2020-10-26,SC,8,Starboard Communications,800,43.9,51.2
2020-10-26,NC,8,RMG Research,800,48,47
2020-10-26,MN,8,Gravis Marketing,657,53,39
2020-10-26,PA,8,Civiqs,1145,52,45
2020-10-26,GA,8,Civiqs,1041,51,46
2020-10-26,MS,8,Civiqs,507,41,55
2020-10-26,NV,8,Siena College/NYT Upshot,809,49,43
2020-10-26,NC,8,SurveyUSA,627,48,48
2020-10-26,MI,8,Siena College/NYT Upshot,856,49,41
2020-10-26,NH,8,St. Anselm,1018,52,44
2020-10-26,AL,8,Swayable,266,37.2,55.8
2020-10-26,AZ,8,Swayable,304,52.4,43.8
2020-10-26,CA,8,Swayable,635,62,35.3
2020-10-26,FL,8,Swayable,605,46.4,50.6
2020-10-26,GA,8,Swayable,373,50.5,48.1
2020-10-26,IL,8,Swayable,424,54.2,43.1
2020-10-26,IN,8,Swayable,301,42.3,52.9
2020-10-26,MI,8,Swayable,394,58.6,39.6
2020-10-26,NC,8,Swayable,396,50.2,47.5
2020-10-26,NJ,8,Swayable,386,61.8,37.7
2020-10-26,NY,8,Swayable,495,65.4,32.8
2020-10-26,OH,8,Swayable,440,43.6,55.3
2020-10-26,PA,8,Swayable,491,51.9,46.1
2020-10-26,TX,8,Swayable,552,47.5,48.6
2020-10-26,VA,8,Swayable,351,55.2,44.3
2020-10-26,WI,8,Swayable,313,53.7,44.9
2020-10-26,WI,8,Ipsos,664,53,44
2020-10-26,PA,8,Ipsos,655,50.5,44.5
2020-10-26,MI,8,Ipsos,652,52.5,43
2020-10-26,TX,8,U. Massachusetts - Lowell,873,47,48
2020-10-26,NC,8,U. Massachusetts - Lowell,911,48,48
2020-10-26,NH,8,U. Massachusetts - Lowell,757,53,43
2020-10-26,FL,8,YouGov,1200,48,46
2020-10-25,PA,9,InsiderAdvantage,400,45.5,48.4
2020-10-25,FL,9,Florida Atlantic University,937,50.16,48.13
2020-10-25,SC,9,East Carolina University,763,44.3,52.03
2020-10-25,PA,9,Trafalgar Group,1076,47.6,48.4
2020-10-25,WI,9,Trafalgar Group,1082,47.5,47.1
2020-10-25,MN,9,Trafalgar Group,1065,48,44.8
2020-10-25,FL,9,Susquehanna,400,44,48.5
2020-10-25,MI,9,Glengariff Group Inc.,600,49.3,41.6
2020-10-25,TX,9,Data for Progress,1018,49,48
2020-10-25,AZ,9,OH Predictive Insights / MBQF,716,49,46
2020-10-25,NC,9,Harper Polling,504,47,46
2020-10-25,ME,9,Colby College,879,51,38
2020-10-25,WI,9,Marquette Law School,749,48,43
2020-10-25,TX,9,Siena College/NYT Upshot,802,43,47
2020-10-25,MI,9,ABC/Washington Post,789,51,44
2020-10-25,WI,9,ABC/Washington Post,809,57,40
2020-10-25,PA,9,Franklin and Marshall College,558,50,44
2020-10-25,WY,9,SurveyMonkey,654,31,67
2020-10-25,WV,9,SurveyMonkey,1271,33,66
2020-10-25,VT,9,SurveyMonkey,1002,67,30
2020-10-25,VA,9,SurveyMonkey,6849,55,43
2020-10-25,SD,9,SurveyMonkey,964,43,55
2020-10-25,PA,9,SurveyMonkey,9986,52,46
2020-10-25,OR,9,SurveyMonkey,4932,61,37
2020-10-25,OK,9,SurveyMonkey,2790,40,59
2020-10-25,NV,9,SurveyMonkey,3015,51,48
2020-10-25,NM,9,SurveyMonkey,2584,53,45
2020-10-25,NH,9,SurveyMonkey,1629,55,43
2020-10-25,ND,9,SurveyMonkey,595,40,59
2020-10-25,MT,9,SurveyMonkey,1266,45,53
2020-10-25,MS,9,SurveyMonkey,1725,37,62
2020-10-25,MO,9,SurveyMonkey,4314,45,53
2020-10-25,MI,9,SurveyMonkey,7094,53,45
2020-10-25,ME,9,SurveyMonkey,1749,56,42
2020-10-25,MD,9,SurveyMonkey,5456,67,32
2020-10-25,MA,9,SurveyMonkey,5310,70,28
2020-10-25,LA,9,SurveyMonkey,2573,38,59
2020-10-25,KS,9,SurveyMonkey,3143,47,51
2020-10-25,IN,9,SurveyMonkey,4431,44,54
2020-10-25,ID,9,SurveyMonkey,1679,40,58
2020-10-25,IA,9,SurveyMonkey,2768,49,49
2020-10-25,HI,9,SurveyMonkey,1187,64,34
2020-10-25,GA,9,SurveyMonkey,6564,50,49
2020-10-25,DE,9,SurveyMonkey,1212,62,36
2020-10-25,CT,9,SurveyMonkey,3490,63,35
2020-10-25,CO,9,SurveyMonkey,5714,59,40
2020-10-25,AR,9,SurveyMonkey,2033,39,59
2020-10-25,AK,9,SurveyMonkey,1120,44,54
2020-10-25,WI,9,SurveyMonkey,4466,55,43
2020-10-25,WA,9,SurveyMonkey,7360,61,37
2020-10-25,UT,9,SurveyMonkey,2466,45,52
2020-10-25,TX,9,SurveyMonkey,14571,48,50
2020-10-25,TN,9,SurveyMonkey,4696,42,56
2020-10-25,SC,9,SurveyMonkey,4403,44,54
2020-10-25,RI,9,SurveyMonkey,842,68,31
2020-10-25,OH,9,SurveyMonkey,7598,47,51
2020-10-25,NY,9,SurveyMonkey,9773,64,33
2020-10-25,NJ,9,SurveyMonkey,6048,60,37
2020-10-25,NE,9,SurveyMonkey,1777,46,52
2020-10-25,NC,9,SurveyMonkey,7766,52,46
2020-10-25,MN,9,SurveyMonkey,5004,56,42
2020-10-25,KY,9,SurveyMonkey,3381,42,57
2020-10-25,IL,9,SurveyMonkey,7649,57,40
2020-10-25,FL,9,SurveyMonkey,14053,48,49
2020-10-25,DC,9,SurveyMonkey,914,88,10
2020-10-25,CA,9,SurveyMonkey,22234,62,36
2020-10-25,AZ,9,SurveyMonkey,5568,53,46
2020-10-25,AL,9,SurveyMonkey,3122,38,61
2020-10-24,MI,10,Gravis Marketing,679,55,42
2020-10-24,FL,10,The Political Matrix/The Listener Group,895,45.1,49.2
2020-10-24,IA,10,RABA Research,693,50,46
2020-10-24,AZ,10,Patinkin Research Strategies,729,52,45
2020-10-24,MT,10,MSU - Billings,546,45,52
2020-10-24,NJ,10,Rutgers-Eagleton,872,61,37
2020-10-24,UT,10,Y2 Analytics,660,44,51
2020-10-24,AZ,10,Y2 Analytics,700,50,47
2020-10-24,WV,10,SurveyMonkey,1250,33,66
2020-10-24,UT,10,SurveyMonkey,2434,45,52
2020-10-24,TN,10,SurveyMonkey,4642,42,56
2020-10-24,SD,10,SurveyMonkey,948,43,55
2020-10-24,SC,10,SurveyMonkey,4356,45,53
2020-10-24,RI,10,SurveyMonkey,835,68,31
2020-10-24,PA,10,SurveyMonkey,9903,52,46
2020-10-24,OK,10,SurveyMonkey,2762,40,59
2020-10-24,OH,10,SurveyMonkey,7509,48,51
2020-10-24,NV,10,SurveyMonkey,2967,50,49
2020-10-24,NM,10,SurveyMonkey,2545,53,45
2020-10-24,NJ,10,SurveyMonkey,5992,60,37
2020-10-24,NH,10,SurveyMonkey,1599,55,43
2020-10-24,ND,10,SurveyMonkey,554,40,59
2020-10-24,NC,10,SurveyMonkey,7620,52,46
2020-10-24,MS,10,SurveyMonkey,1705,37,62
2020-10-24,MN,10,SurveyMonkey,4988,56,42
2020-10-24,MA,10,SurveyMonkey,5248,70,28
2020-10-24,LA,10,SurveyMonkey,2553,38,59
2020-10-24,KY,10,SurveyMonkey,3331,42,57
2020-10-24,KS,10,SurveyMonkey,3126,47,52
2020-10-24,IN,10,SurveyMonkey,4382,43,54
2020-10-24,ID,10,SurveyMonkey,1669,40,58
2020-10-24,HI,10,SurveyMonkey,1172,64,34
2020-10-24,FL,10,SurveyMonkey,14042,48,49
2020-10-24,CT,10,SurveyMonkey,3469,63,35
2020-10-24,CO,10,SurveyMonkey,5656,59,40
2020-10-24,AZ,10,SurveyMonkey,5571,53,45
2020-10-24,AR,10,SurveyMonkey,2020,39,59
2020-10-24,AL,10,SurveyMonkey,3120,38,61
2020-10-24,AK,10,SurveyMonkey,1083,45,53
2020-10-24,WY,10,SurveyMonkey,649,31,67
2020-10-24,WI,10,SurveyMonkey,4465,55,43
2020-10-24,WA,10,SurveyMonkey,7371,61,37
2020-10-24,VT,10,SurveyMonkey,978,67,30
2020-10-24,VA,10,SurveyMonkey,6811,55,43
2020-10-24,TX,10,SurveyMonkey,14490,48,51
2020-10-24,OR,10,SurveyMonkey,4862,61,37
2020-10-24,NY,10,SurveyMonkey,9750,64,33
2020-10-24,NE,10,SurveyMonkey,1748,46,52
2020-10-24,MT,10,SurveyMonkey,1227,46,52
2020-10-24,MO,10,SurveyMonkey,4283,45,53
2020-10-24,MI,10,SurveyMonkey,6965,53,45
2020-10-24,ME,10,SurveyMonkey,1743,56,42
2020-10-24,MD,10,SurveyMonkey,5359,66,32
2020-10-24,IL,10,SurveyMonkey,7633,57,40
2020-10-24,IA,10,SurveyMonkey,2760,49,49
2020-10-24,GA,10,SurveyMonkey,6530,50,49
2020-10-24,DE,10,SurveyMonkey,1194,62,36
2020-10-24,DC,10,SurveyMonkey,902,89,10
2020-10-24,CA,10,SurveyMonkey,22268,62,36
2020-10-23,PA,11,Gravis Marketing,602,51,44
2020-10-23,WI,11,Gravis Marketing,677,54,43
2020-10-23,FL,11,YouGov,1228,50,48
2020-10-23,GA,11,YouGov,1090,49,49
2020-10-23,NC,11,YouGov,1022,51,47
2020-10-23,NV,11,University of Nevada Las Vegas Lee Business School,802,50,41
2020-10-23,GA,11,U. Georgia SPIA,1145,46.5,46.2
2020-10-23,WY,11,SurveyMonkey,638,31,67
2020-10-23,WV,11,SurveyMonkey,1223,33,66
2020-10-23,VT,11,SurveyMonkey,969,67,31
2020-10-23,VA,11,SurveyMonkey,6765,55,43
2020-10-23,UT,11,SurveyMonkey,2398,45,52
2020-10-23,TX,11,SurveyMonkey,14436,47,51
2020-10-23,TN,11,SurveyMonkey,4565,42,56
2020-10-23,SD,11,SurveyMonkey,928,43,55
2020-10-23,SC,11,SurveyMonkey,4313,45,53
2020-10-23,RI,11,SurveyMonkey,820,69,30
2020-10-23,PA,11,SurveyMonkey,9777,52,46
2020-10-23,OH,11,SurveyMonkey,7411,48,51
2020-10-23,NM,11,SurveyMonkey,2519,53,45
2020-10-23,NJ,11,SurveyMonkey,5944,60,37
2020-10-23,NE,11,SurveyMonkey,1704,46,52
2020-10-23,ND,11,SurveyMonkey,550,40,59
2020-10-23,MT,11,SurveyMonkey,1210,45,52
2020-10-23,MS,11,SurveyMonkey,1674,37,62
2020-10-23,MO,11,SurveyMonkey,4274,45,53
2020-10-23,ME,11,SurveyMonkey,1779,56,42
2020-10-23,MD,11,SurveyMonkey,5324,66,32
2020-10-23,KY,11,SurveyMonkey,3300,42,57
2020-10-23,KS,11,SurveyMonkey,3097,47,52
2020-10-23,IN,11,SurveyMonkey,4342,44,54
2020-10-23,HI,11,SurveyMonkey,1153,63,34
2020-10-23,GA,11,SurveyMonkey,6507,50,49
2020-10-23,FL,11,SurveyMonkey,14035,48,49
2020-10-23,DE,11,SurveyMonkey,1182,62,36
2020-10-23,DC,11,SurveyMonkey,888,89,9
2020-10-23,CO,11,SurveyMonkey,5623,59,40
2020-10-23,CA,11,SurveyMonkey,22491,62,36
2020-10-23,AL,11,SurveyMonkey,3093,38,61
2020-10-23,WI,11,SurveyMonkey,4490,55,43
2020-10-23,WA,11,SurveyMonkey,7382,62,37
2020-10-23,OR,11,SurveyMonkey,4803,61,38
2020-10-23,OK,11,SurveyMonkey,2746,40,59
2020-10-23,NY,11,SurveyMonkey,9721,65,33
2020-10-23,NV,11,SurveyMonkey,2787,50,48
2020-10-23,NH,11,SurveyMonkey,1605,55,43
2020-10-23,NC,11,SurveyMonkey,7530,52,46
2020-10-23,MN,11,SurveyMonkey,5002,56,42
2020-10-23,MI,11,SurveyMonkey,6891,53,44
2020-10-23,MA,11,SurveyMonkey,5198,70,28
2020-10-23,LA,11,SurveyMonkey,2548,38,59
2020-10-23,IL,11,SurveyMonkey,7609,58,40
2020-10-23,ID,11,SurveyMonkey,1651,40,58
2020-10-23,IA,11,SurveyMonkey,2738,49,50
2020-10-23,CT,11,SurveyMonkey,3442,63,35
2020-10-23,AZ,11,SurveyMonkey,5626,53,46
2020-10-23,AR,11,SurveyMonkey,1989,39,59
2020-10-23,AK,11,SurveyMonkey,1049,45,53
2020-10-22,LA,12,U. New Orleans,755,35.9,58.8
2020-10-22,FL,12,St. Pete Polls,2527,48.9,47.4
2020-10-22,NC,12,Trafalgar Group,1098,46,48.8
2020-10-22,FL,12,RMG Research,800,50,48
2020-10-22,AZ,12,Susquehanna,500,46.2,46.6
2020-10-22,VA,12,Virginia Commonwealth U.,709,51,39
2020-10-22,WY,12,SurveyMonkey,616,30,68
2020-10-22,WI,12,SurveyMonkey,4528,55,43
2020-10-22,VA,12,SurveyMonkey,6665,55,43
2020-10-22,TX,12,SurveyMonkey,14434,47,51
2020-10-22,TN,12,SurveyMonkey,4547,42,56
2020-10-22,PA,12,SurveyMonkey,9615,52,46
2020-10-22,OK,12,SurveyMonkey,2670,40,58
2020-10-22,NV,12,SurveyMonkey,2790,51,48
2020-10-22,NM,12,SurveyMonkey,2431,53,46
2020-10-22,NJ,12,SurveyMonkey,5811,61,36
2020-10-22,NC,12,SurveyMonkey,7271,52,46
2020-10-22,MS,12,SurveyMonkey,1612,37,61
2020-10-22,MO,12,SurveyMonkey,4257,45,53
2020-10-22,MN,12,SurveyMonkey,4972,56,42
2020-10-22,MI,12,SurveyMonkey,6767,53,44
2020-10-22,ME,12,SurveyMonkey,1709,56,43
2020-10-22,MD,12,SurveyMonkey,5194,66,32
2020-10-22,MA,12,SurveyMonkey,5133,70,28
2020-10-22,KY,12,SurveyMonkey,3252,42,57
2020-10-22,KS,12,SurveyMonkey,3041,47,51
2020-10-22,IN,12,SurveyMonkey,4308,44,54
2020-10-22,IA,12,SurveyMonkey,2706,49,49
2020-10-22,FL,12,SurveyMonkey,14080,48,50
2020-10-22,DE,12,SurveyMonkey,1161,63,35
2020-10-22,CT,12,SurveyMonkey,3368,62,35
2020-10-22,AR,12,SurveyMonkey,1951,39,59
2020-10-22,AL,12,SurveyMonkey,3038,38,61
2020-10-22,AK,12,SurveyMonkey,989,44,53
2020-10-22,WV,12,SurveyMonkey,1203,33,66
2020-10-22,WA,12,SurveyMonkey,7493,61,37
2020-10-22,VT,12,SurveyMonkey,939,66,32
2020-10-22,UT,12,SurveyMonkey,2340,45,52
2020-10-22,SD,12,SurveyMonkey,910,44,54
2020-10-22,SC,12,SurveyMonkey,4255,45,53
2020-10-22,RI,12,SurveyMonkey,786,68,31
2020-10-22,OR,12,SurveyMonkey,4716,61,38
2020-10-22,OH,12,SurveyMonkey,7290,48,50
2020-10-22,NY,12,SurveyMonkey,9813,65,33
2020-10-22,NH,12,SurveyMonkey,1563,56,43
2020-10-22,NE,12,SurveyMonkey,1643,46,53
2020-10-22,ND,12,SurveyMonkey,548,39,60
2020-10-22,MT,12,SurveyMonkey,1170,45,53
2020-10-22,LA,12,SurveyMonkey,2534,39,59
2020-10-22,IL,12,SurveyMonkey,7606,58,40
2020-10-22,ID,12,SurveyMonkey,1625,40,58
2020-10-22,HI,12,SurveyMonkey,1137,65,33
2020-10-22,GA,12,SurveyMonkey,6533,50,49
2020-10-22,DC,12,SurveyMonkey,874,89,9
2020-10-22,CO,12,SurveyMonkey,5598,58,40
2020-10-22,CA,12,SurveyMonkey,22654,62,36
2020-10-22,AZ,12,SurveyMonkey,5836,53,46
2020-10-21,GA,13,Landmark Communications,500,45,49
2020-10-21,NC,13,Rasmussen (Pulse Opinion Research),800,48,49
2020-10-21,FL,13,Rasmussen (Pulse Opinion Research),800,46,50
2020-10-21,IA,13,Emerson College Polling Society,435,48.1,48
2020-10-21,SD,13,Mason-Dixon,625,40,51
2020-10-21,IN,13,Ragnar Research Partners,629,40,48
2020-10-21,CA,13,UC Berkeley,5352,65,29
2020-10-21,IA,13,RMG Research,800,47,47
2020-10-21,AZ,13,Ipsos,658,49.5,46
2020-10-21,MA,13,YouGov,713,64,29
2020-10-21,MI,13,YouGov,681,52,42
2020-10-21,PA,13,YouGov,669,52,44
2020-10-21,WI,13,YouGov,647,53,44
2020-10-21,AR,13,University of Arkansas,591,32,65
2020-10-21,WY,13,SurveyMonkey,605,31,67
2020-10-21,WV,13,SurveyMonkey,1154,32,67
2020-10-21,WI,13,SurveyMonkey,4540,55,43
2020-10-21,WA,13,SurveyMonkey,7528,61,37
2020-10-21,VA,13,SurveyMonkey,6382,55,43
2020-10-21,UT,13,SurveyMonkey,2304,45,53
2020-10-21,TN,13,SurveyMonkey,4469,41,57
2020-10-21,SD,13,SurveyMonkey,847,45,53
2020-10-21,SC,13,SurveyMonkey,4109,44,53
2020-10-21,PA,13,SurveyMonkey,9301,52,46
2020-10-21,OR,13,SurveyMonkey,4512,61,38
2020-10-21,OK,13,SurveyMonkey,2471,41,58
2020-10-21,OH,13,SurveyMonkey,7033,48,51
2020-10-21,NY,13,SurveyMonkey,9873,65,32
2020-10-21,NV,13,SurveyMonkey,2746,51,48
2020-10-21,NM,13,SurveyMonkey,2319,53,46
2020-10-21,NJ,13,SurveyMonkey,5497,61,36
2020-10-21,NH,13,SurveyMonkey,1508,56,42
2020-10-21,NE,13,SurveyMonkey,1630,45,53
2020-10-21,NC,13,SurveyMonkey,7119,52,46
2020-10-21,MS,13,SurveyMonkey,1541,37,61
2020-10-21,MN,13,SurveyMonkey,4816,56,42
2020-10-21,MI,13,SurveyMonkey,6607,53,44
2020-10-21,ME,13,SurveyMonkey,1649,56,43
2020-10-21,MD,13,SurveyMonkey,4892,67,32
2020-10-21,MA,13,SurveyMonkey,5030,70,28
2020-10-21,KY,13,SurveyMonkey,3136,42,57
2020-10-21,IN,13,SurveyMonkey,4255,44,54
2020-10-21,IL,13,SurveyMonkey,7554,58,39
2020-10-21,ID,13,SurveyMonkey,1607,40,57
2020-10-21,IA,13,SurveyMonkey,2654,49,50
2020-10-21,HI,13,SurveyMonkey,1088,66,32
2020-10-21,GA,13,SurveyMonkey,6420,49,49
2020-10-21,FL,13,SurveyMonkey,14142,48,50
2020-10-21,DE,13,SurveyMonkey,1120,63,36
2020-10-21,DC,13,SurveyMonkey,825,88,9
2020-10-21,CT,13,SurveyMonkey,3224,62,36
2020-10-21,CO,13,SurveyMonkey,5545,58,40
2020-10-21,CA,13,SurveyMonkey,22980,62,36
2020-10-21,AZ,13,SurveyMonkey,5852,53,46
2020-10-21,AR,13,SurveyMonkey,1887,40,58
2020-10-21,AL,13,SurveyMonkey,2985,38,60
2020-10-21,VT,13,SurveyMonkey,858,66,32
2020-10-21,TX,13,SurveyMonkey,14395,47,51
2020-10-21,RI,13,SurveyMonkey,760,68,31
2020-10-21,ND,13,SurveyMonkey,535,40,59
2020-10-21,MT,13,SurveyMonkey,1129,45,53
2020-10-21,MO,13,SurveyMonkey,4216,45,53
2020-10-21,LA,13,SurveyMonkey,2547,39,59
2020-10-21,KS,13,SurveyMonkey,2922,47,51
2020-10-21,AK,13,SurveyMonkey,998,44,53
2020-10-20,WV,14,Triton Polling & Research,544,37.9,58
2020-10-20,VT,14,co/efficient,584,62,32
2020-10-20,KS,14,co/efficient,2453,39,56
2020-10-20,IA,14,Siena College/NYT Upshot,753,46,43
2020-10-20,KS,14,Siena College/NYT Upshot,755,41,48
2020-10-20,MT,14,Siena College/NYT Upshot,758,43,49
2020-10-20,NV,14,Civiqs,712,52,43
2020-10-20,FL,14,Civiqs,863,51,47
2020-10-20,MN,14,Civiqs,840,53,43
2020-10-20,MI,14,Beacon Research/Shaw & Company,1032,52,40
2020-10-20,OH,14,Beacon Research/Shaw & Company,1018,45,48
2020-10-20,PA,14,Beacon Research/Shaw & Company,1045,50,45
2020-10-20,WI,14,Beacon Research/Shaw & Company,1037,49,44
2020-10-20,FL,14,Citizen Data,1000,49.63,44.74
2020-10-20,GA,14,Citizen Data,1000,48.15,43.74
2020-10-20,MI,14,Citizen Data,1000,49.5,41.36
2020-10-20,NC,14,Citizen Data,1000,50.15,43.63
2020-10-20,OH,14,Citizen Data,1000,43.2,44.41
2020-10-20,PA,14,Citizen Data,1000,43.99,38.67
2020-10-20,TX,14,Citizen Data,1000,48.91,45.02
2020-10-20,FL,14,The Political Matrix/The Listener Group,1431,40.7,54
2020-10-20,MN,14,SurveyUSA,625,48,42
2020-10-20,FL,14,SSRS,847,50,46
2020-10-20,PA,14,SSRS,843,53,43
2020-10-20,OK,14,SoonerPoll.com,5466,36.5,58.5
2020-10-20,MT,14,Strategies 360,500,43,51
2020-10-20,MI,14,Ipsos,686,51.5,44
2020-10-20,NC,14,Ipsos,660,49,46.5
2020-10-20,FL,14,Ipsos,662,50.5,46
2020-10-20,WI,14,RMG Research,800,50,44
2020-10-20,PA,14,Muhlenberg,416,51,44
2020-10-20,TX,14,University of Texas at Tyler,925,48,45
2020-10-20,TX,14,YouGov,1000,44.7,50
2020-10-20,AZ,14,Morning Consult,1066,47,48
2020-10-20,CO,14,Morning Consult,788,55,39
2020-10-20,FL,14,Morning Consult,4685,52,45
2020-10-20,GA,14,Morning Consult,1672,48,48
2020-10-20,MI,14,Morning Consult,1717,52,44
2020-10-20,MN,14,Morning Consult,864,51,42
2020-10-20,NC,14,Morning Consult,1904,50,47
2020-10-20,OH,14,Morning Consult,2271,47,49
2020-10-20,PA,14,Morning Consult,2563,52,43
2020-10-20,SC,14,Morning Consult,926,45,51
2020-10-20,TX,14,Morning Consult,3347,48,47
2020-10-20,WI,14,Morning Consult,1038,54,42
2020-10-20,WY,14,SurveyMonkey,597,32,67
2020-10-20,WV,14,SurveyMonkey,1115,32,67
2020-10-20,VA,14,SurveyMonkey,6170,55,43
2020-10-20,UT,14,SurveyMonkey,2279,45,52
2020-10-20,TX,14,SurveyMonkey,14419,47,51
2020-10-20,SC,14,SurveyMonkey,3943,45,53
2020-10-20,RI,14,SurveyMonkey,716,68,31
2020-10-20,OR,14,SurveyMonkey,4175,61,38
2020-10-20,OK,14,SurveyMonkey,2380,40,58
2020-10-20,NV,14,SurveyMonkey,2671,51,48
2020-10-20,NM,14,SurveyMonkey,2160,53,45
2020-10-20,NJ,14,SurveyMonkey,5303,61,36
2020-10-20,NH,14,SurveyMonkey,1448,57,42
2020-10-20,NE,14,SurveyMonkey,1543,45,53
2020-10-20,ND,14,SurveyMonkey,530,39,60
2020-10-20,NC,14,SurveyMonkey,6850,52,47
2020-10-20,MT,14,SurveyMonkey,1044,45,53
2020-10-20,MS,14,SurveyMonkey,1495,38,61
2020-10-20,MO,14,SurveyMonkey,4103,45,53
2020-10-20,MN,14,SurveyMonkey,4750,56,42
2020-10-20,MI,14,SurveyMonkey,6519,53,45
2020-10-20,ME,14,SurveyMonkey,1501,56,43
2020-10-20,MA,14,SurveyMonkey,4820,70,28
2020-10-20,LA,14,SurveyMonkey,2517,39,59
2020-10-20,KY,14,SurveyMonkey,3023,41,57
2020-10-20,KS,14,SurveyMonkey,2825,47,51
2020-10-20,IN,14,SurveyMonkey,4121,43,55
2020-10-20,IL,14,SurveyMonkey,7436,58,40
2020-10-20,ID,14,SurveyMonkey,1547,41,57
2020-10-20,IA,14,SurveyMonkey,2581,49,50
2020-10-20,HI,14,SurveyMonkey,1054,66,32
2020-10-20,GA,14,SurveyMonkey,6145,50,49
2020-10-20,DE,14,SurveyMonkey,1075,63,35
